35.823531 93.085427
29.728845 90.493247
26.188338 94.308145
33.635113 84.768444
30.428545 88.872332
35.719306 87.827770
32.571145 86.943979
30.429515 99.222846
32.480700 93.189529
35.638302 99.796989
31.234348 94.322209
36.372748 92.541952
38.666929 95.611088
32.762602 98.594632
37.987443 93.896335
31.665296 93.101423
35.550791 98.197977
33.218205 96.263692
40.022862 89.152945
44.010453 88.007524
43.794164 88.059645
40.128194 84.089872
43.763760 93.183506
43.955992 92.396979
42.732772 93.449465
43.521581 96.786808
42.770205 98.420165
42.830851 90.453852
42.589425 97.104740
