  0 84.018772 39.438293 83
  1 78.309922 79.844003 77
  2 91.164736 19.755137 91
  3 33.522276 76.822959 37
  4 27.777471 55.396996 25
  5 47.739705 62.887092 46
  6 36.478447 51.340091 35
  7 95.222972 91.619507 99
  8 63.571173 71.729693 67
  9 14.160256 60.696888 16
 10 01.630057 24.288677  2
 11 13.723158 80.417675 18
 12 15.667909 40.094439 14
 13 12.979045 10.880880 11
 14 99.892452 21.825691 92
 15 51.293239 83.911223 58
 16 61.263983 29.603162 62
 17 63.755227 52.428719 65
 18 49.358299 97.277502 49
 19 29.251678 77.135770 27
 20 52.674498 76.991384 57
 21 40.022862 89.152945 48
 22 28.331475 35.245835 23
 23 80.772452 91.902647 89
 24 06.975528 94.932707  9
 25 52.599535 08.605585 50
 26 19.221385 66.322693 16
 27 89.023260 34.889294 83
 28 06.417132 02.002305  0
 29 45.770174 06.309584 40
 30 23.827995 97.063413 29
 31 90.220807 85.091979 98
 32 26.666575 53.976034 25
 33 37.520698 76.024874 37
 34 51.253536 66.772376 56
 35 53.160643 03.928034 50
 36 43.763760 93.183506 49
 37 93.080979 72.095234 97
 38 28.429340 73.853431 27
 39 63.997882 35.404868 63
 40 68.786139 16.597417 61
 41 44.010453 88.007524 48
 42 82.920109 33.033713 83
 43 22.896817 89.337241 28
 44 35.036018 68.666991 36
 45 95.646825 58.864013 95
 46 65.730404 85.867633 68
 47 43.955992 92.396979 49
 48 39.843667 81.476690 38
 49 68.421852 91.097203 69
 50 48.249066 21.582496 42
 51 95.025237 92.012825 99
 52 14.766001 88.106217 18
 53 64.108060 43.195342 64
 54 61.959648 28.105941 62
 55 78.600210 30.745787 73
 56 44.703358 22.610663 42
 57 18.753311 27.623467 12
 58 55.644376 41.650128 54
 59 16.960709 90.680393 19
 60 10.317119 12.607534 11
 61 49.544407 76.047523 47
 62 98.475166 93.500399 99
 63 68.444502 38.318833 63
 64 74.977088 36.866354 73
 65 29.416036 23.226154 22
 66 58.448850 24.441274 52
 67 15.238979 73.214852 17
 68 12.547490 79.347039 17
 69 16.410193 74.507139 17
 70 07.452980 95.010403  9
 71 05.252926 52.156338  5
 72 17.621066 24.006237 12
 73 79.779805 73.265441 77
 74 65.656365 96.740514 69
 75 63.945835 75.973484 67
 76 09.348048 13.490241  1
 77 52.021007 07.823214 50
 78 06.990640 20.465509  2
 79 46.142047 81.967728 48
 80 57.331863 75.558084 57
 81 05.193882 15.780713  1
 82 99.999357 20.432861 92
 83 88.995564 12.546848 81
 84 99.779900 05.405758 90
 85 87.053986 07.232880 80
 86 00.416161 92.306913  9
 87 59.389218 18.037227 51
 88 16.313150 39.169023 13
 89 91.302668 81.969515 98
 90 35.909537 55.248502 35
 91 57.942999 45.257585 54
 92 68.738743 09.964006 60
 93 53.080799 75.729383 57
 94 30.429515 99.222846 39
 95 57.697111 87.761378 58
 96 74.780930 62.890993 76
 97 03.542091 74.780287  7
 98 83.323854 92.537655 89
 99 87.327134 83.103754 88
100 97.943413 74.381121 97
101 90.336634 98.359574 99
102 66.688033 49.725852 64
103 16.396800 83.001183 18
104 88.894875 07.699468 80
105 64.970699 24.804412 62
106 62.947970 22.913698 62
107 70.061996 31.686714 73
108 32.877704 23.142795 32
109 07.416097 63.307219  6
110 22.365641 65.113208 26
111 51.068597 97.146571 59
112 28.004201 54.610688 25
113 71.926858 11.328055 71
114 47.148343 59.253992 45
115 94.431810 45.091756 94
116 33.635113 84.768444 38
117 43.451330 00.323146 40
118 34.494295 59.848130 35
119 83.324329 23.389170 82
120 67.547598 48.295028 64
121 48.193582 30.495568 43
122 71.208726 18.255579 71
123 62.182282 04.086430 60
124 41.398374 69.598379 46
125 67.393650 63.764015 66
126 34.711587 18.462247 31
127 60.910586 62.715789 66
128 73.072935 32.837444 73
129 74.043844 20.221277 72
130 92.091436 68.475654 96
131 65.313033 25.726548 62
132 53.244097 08.764363 50
133 26.049694 87.738393 28
134 68.612493 09.374024 60
135 11.127563 36.160091 13
136 57.669052 59.321145 55
137 66.655659 28.877778 62
138 77.576724 28.837941 72
139 32.964208 18.975098 31
140 98.436320 00.357857 90
141 82.739114 33.147908 83
142 18.820104 43.649700 14
143 95.863696 91.893039 99
144 76.487143 69.907540 76
145 12.114316 68.578579 16
146 38.383194 77.427349 37
147 94.305127 91.627291 99
148 86.191712 20.354822 82
149 79.365684 54.804205 75
150 29.728845 90.493247 29
151 90.964296 87.397897 98
152 49.814393 57.619955 45
153 16.275674 27.391117 12
154 86.457896 49.239882 84
155 46.366215 84.894216 48
156 49.597740 29.105329 42
157 18.042124 68.417844 16
158 72.755028 13.905820 71
159 60.310883 49.242172 64
160 83.813360 72.425199 87
161 17.820751 22.196554 12
162 49.852548 12.125878 41
163 13.823845 36.044260 13
164 32.480700 93.189529 39
165 90.848465 62.209545 96
166 83.682776 81.812761 88
167 49.607442 33.497169 43
168 39.432716 65.883116 36
169 60.888286 25.890612 62
170 15.122999 07.254501 10
171 10.784828 64.720738 16
172 36.359830 28.826952 32
173 33.138582 09.114858 30
174 42.732772 93.449465 49
175 58.357030 26.546132 52
176 65.874663 76.177781 67
177 48.742686 15.727212 41
178 88.303659 62.566532 86
179 51.771472 20.784359 52
180 55.756061 42.619938 54
181 82.993904 39.438838 83
182 24.432699 32.601346 23
183 72.936007 63.865415 76
184 98.484463 33.824293 93
185 89.756027 13.607461 81
186 41.078794 00.540855 40
187 78.328199 77.438623 77
188 29.367807 11.466781 21
189 86.553481 72.100579 87
190 04.916246 44.910511  4
191 98.646711 70.790909 97
192 21.088292 47.389398 24
193 86.518121 09.391951 80
194 09.955930 38.289593  3
195 30.176310 65.711991 36
196 80.909531 13.170214 81
197 05.150829 05.342230  0
198 45.771561 78.086835 47
199 69.207644 44.256024 64
200 11.911128 58.963671 15
201 57.863485 52.989922 55
202 59.504526 36.191684 53
203 30.428545 88.872332 38
204 47.658465 16.982027 41
205 60.972911 52.574712 65
206 61.892538 59.619623 65
207 23.365621 82.980830 28
208 07.009020 09.883742  0
209 92.372781 16.964950 91
210 48.173335 22.549091 42
211 82.676941 29.082866 82
212 35.719306 87.827770 38
213 34.425096 81.490867 38
214 65.914605 03.632740 60
215 25.746890 77.825733 27
216 62.596411 83.610375 68
217 30.815655 22.100936 32
218 19.802059 61.244200 16
219 10.973269 67.460524 16
220 78.226227 71.946180 77
221 20.035236 40.118765 24
222 31.565803 43.400857 34
223 23.099595 38.574824 23
224 53.284599 15.472376 51
225 55.539774 01.457934 50
226 38.021467 38.216715 33
227 30.540801 73.740773 37
228 26.044484 64.965896 26
229 55.231640 91.959089 59
230 68.598636 80.978530 68
231 69.784822 31.195047 63
232 64.588904 00.600477 60
233 53.295984 84.390963 58
234 61.844678 64.269253 66
235 51.851487 40.070905 54
236 36.215433 71.886723 37
237 80.189670 67.781236 86
238 15.287580 03.289265 10
239 06.356060 68.572179  6
240 18.761641 61.895833 16
241 70.030114 56.783109 75
242 00.112548 00.570914  0
243 30.523882 26.157032 32
244 65.536811 85.755521 68
245 18.116121 34.135447 13
246 66.734051 87.900944 68
247 65.330494 31.322955 63
248 88.501421 18.626478 81
249 15.713918 50.346098 15
250 82.895731 67.565406 86
251 90.417003 19.111164 91
252 39.452129 70.606673 37
253 86.892400 54.739709 85
254 73.895938 93.248460 79
255 23.311889 92.657579 29
256 55.144293 93.342002 59
257 49.440688 55.256841 45
258 93.912916 79.964570 97
259 81.413873 59.449727 85
260 65.720091 99.529995 69
261 93.585174 32.454142 93
262 87.430938 58.915668 85
263 63.777097 75.932359 67
264 77.542146 79.491015 77
265 26.278458 60.437877 26
266 47.056421 16.695461 41
267 79.549041 86.508550 78
268 87.302134 66.441441 86
269 41.248260 61.198072 46
270 59.689901 64.560148 56
271 53.855652 14.834194 51
272 57.902151 03.296340 50
273 70.091035 51.815067 75
274 83.260909 51.504908 85
275 11.264794 48.981000 14
276 51.034903 04.849968 50
277 81.435142 38.465841 83
278 63.765637 45.212239 64
279 14.398200 41.307783 14
280 24.703254 40.676657 24
281 01.745660 71.759675  7
282 57.372118 81.294701 58
283 58.268225 44.674252 54
284 47.736142 99.516485 49
285 05.872324 07.426043  0
286 64.076633 59.727976 65
287 22.260237 21.978784 22
288 63.024316 92.351272 69
289 73.793851 46.285225 74
290 43.856180 85.058645 48
291 95.266225 94.891082 99
292 89.908613 76.701367 87
293 33.356923 53.674249 35
294 21.913606 47.755123 24
295 94.982033 46.616860 94
296 88.431780 96.727693 89
297 18.376535 45.803899 14
298 78.022394 76.644760 77
299 90.478151 25.758536 92
300 76.161244 96.350475 79
301 33.184579 40.237877 34
302 56.078451 55.444816 55
303 62.216661 19.102767 61
304 47.796088 36.010512 43
305 65.387992 91.652268 69
306 21.069156 60.654217 26
307 86.543350 10.977769 81
308 37.355584 19.900273 31
309 64.652018 59.269190 65
310 67.655396 59.634051 65
311 05.886049 56.087177  5
312 56.361744 24.262584 52
313 01.891075 34.384138  3
314 00.907344 92.369226  9
315 60.142674 77.068588 67
316 88.719701 93.327254 89
317 17.306465 44.798153 14
318 48.772070 79.523127 47
319 63.900919 96.568158 69
320 15.533638 29.288911 12
321 88.220426 36.602794 83
322 89.943128 74.763776 87
323 47.580563 27.298712 42
324 94.664049 12.232581 91
325 86.567902 62.319446 86
326 71.866632 92.453951 79
327 18.406622 28.228376 12
328 16.716535 20.297698 12
329 62.612514 17.623879 61
330 12.666924 22.755188 12
331 94.692467 01.386626 90
332 16.082442 11.998932 11
333 46.184778 64.854512 46
334 91.522059 10.085698 91
335 61.422670 07.055697 60
336 39.374609 49.643096 34
337 43.658491 29.317737 42
338 24.406872 91.239054 29
